quantity,waterpoint_type,extraction_type_class,construction_year,payment,water_quality,source,gps_height,longitude,latitude,population,management,funder,installer,date_recorded,permit,public_meeting,amount_tsh,status_group
enough,communal standpipe,gravity,1963.0,never pay,soft,spring,1333.0,38.34809472,-4.576487,1.0,vwc,government of tanzania,dwe,2011-03-07,True,True,,non functional
enough,communal standpipe,gravity,1986.0,never pay,soft,dam,514.0,37.67608006,-6.82508348,140.0,vwc,tanzania,rwe,2011-08-06,True,True,,functional
enough,communal standpipe,submersible,,never pay,soft,spring,,31.61257828,-1.61942403,,vwc,md,dw,2011-08-01,True,True,,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.36870059,-3.183669,,vwc,krp,dwe,2011-07-26,True,True,,non functional
insufficient,hand pump,handpump,,pay monthly,soft,shallow well,,,-2e-08,,wug,rwssp,dwe,2013-01-25,False,True,,functional
insufficient,communal standpipe,submersible,1998.0,pay per bucket,soft,machine dbh,630.0,39.29264941,-10.55552134,215.0,vwc,lga,lga,2013-01-30,False,True,20.0,non functional
enough,communal standpipe,gravity,,never pay,soft,spring,,33.57158142,-9.20294139,,vwc,,,2011-07-05,,True,,functional
dry,communal standpipe,submersible,2010.0,pay per bucket,soft,river,93.0,39.17532936,-6.7294485,233.0,vwc,0,0,2013-03-25,False,True,50.0,non functional
enough,improved spring,gravity,2009.0,,soft,spring,1613.0,29.76739413,-4.63961323,135.0,vwc,missionaries,dwe,2013-01-23,True,True,,functional
enough,other,other,,never pay,salty,shallow well,,36.58694892,-6.49907992,,vwc,water,gover,2011-04-09,True,True,,non functional
enough,hand pump,handpump,2011.0,pay monthly,soft,shallow well,-19.0,39.24616589,-8.38750362,1500.0,vwc,lifetime,artisan,2013-02-16,True,True,1500.0,functional
enough,hand pump,handpump,,never pay,soft,shallow well,,33.61348325,-3.11300913,,wug,netherlands,dwe,2013-02-24,False,True,,functional
dry,communal standpipe multiple,submersible,,pay per bucket,salty,machine dbh,,36.44412816,-5.99499337,,vwc,world bank,cosmo,2011-03-12,False,True,,non functional
dry,communal standpipe,gravity,2008.0,never pay,soft,spring,1581.0,35.51478478,-4.48623263,209.0,parastatal,adra,adra,2013-02-20,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,30.59648207,-2.62294999,,vwc,danida,ded,2011-07-19,False,True,,functional
insufficient,hand pump,handpump,2009.0,never pay,salty,shallow well,70.0,39.25578525,-7.08129864,200.0,vwc,amref,amref,2011-02-21,False,True,,functional
enough,communal standpipe,gravity,1978.0,never pay,soft,spring,1041.0,36.77735268,-3.46979618,300.0,vwc,government of tanzania,dwe,2013-03-15,True,True,,functional
seasonal,communal standpipe,submersible,2007.0,,soft,machine dbh,917.0,36.93019728,-3.57492043,200.0,private operator,kkkt,kkkt,2013-02-21,True,True,,non functional
insufficient,hand pump,handpump,1999.0,pay when scheme fails,salty,shallow well,146.0,38.24821368,-6.93171988,300.0,vwc,world bank,world,2011-04-02,True,True,500.0,functional
enough,communal standpipe multiple,gravity,,pay annually,soft,spring,,36.61480799,-6.34580889,,vwc,world bank,mackd,2011-03-22,False,True,,functional
insufficient,hand pump,handpump,,never pay,soft,machine dbh,,31.42820027,-1.20519646,,vwc,peters,dwe,2011-07-10,True,True,,non functional
enough,communal standpipe,gravity,2010.0,pay monthly,soft,spring,1822.0,34.81195427,-9.0917223,6.0,vwc,eu/acra,acra,2011-03-17,True,True,500.0,functional
enough,communal standpipe,gravity,2003.0,pay annually,soft,river,1956.0,35.87710203,-8.22819189,100.0,vwc,cefa,cefa,2011-02-20,True,True,4000.0,non functional
enough,communal standpipe,gravity,2002.0,pay monthly,soft,spring,1757.0,38.22098433,-4.557417900000001,1.0,vwc,government of tanzania,dwe,2011-03-10,True,True,200.0,non functional
enough,hand pump,motorpump,2006.0,pay per bucket,soft,machine dbh,1547.0,34.74704299,-4.30829563,214.0,wug,wateraid,sema,2013-01-19,True,True,30.0,functional
enough,communal standpipe,submersible,1996.0,pay monthly,soft,spring,2130.0,34.780409000000006,-9.49567154,30.0,vwc,ebaha,villa,2011-03-03,False,True,1000.0,non functional
enough,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.24315491,-9.25498623,,wug,kkkt,kkkt,2011-04-07,False,True,,non functional
enough,communal standpipe,gravity,2005.0,pay when scheme fails,soft,river,1006.0,35.45101433,-10.5967874,,vwc,mission,dwe,2013-02-18,True,True,2000.0,functional
insufficient,communal standpipe,gravity,2009.0,pay monthly,soft,spring,1280.0,30.37833498,-4.37069353,300.0,vwc,dwe,dwe,2013-01-18,True,True,250.0,functional
enough,communal standpipe,gravity,2011.0,,soft,spring,1330.0,35.04804407,-10.87427293,50.0,vwc,danida,danida,2013-02-26,True,,,functional
enough,hand pump,rope pump,2004.0,never pay,soft,hand dtw,2065.0,34.67271787,-9.32693912,300.0,water board,shipo,shipo,2011-03-23,True,True,,non functional
insufficient,hand pump,handpump,1990.0,never pay,soft,shallow well,1520.0,34.68414446,-5.05195594,250.0,vwc,,,2013-02-13,,True,,functional
enough,communal standpipe,gravity,1995.0,other,soft,spring,1361.0,37.21350569,-3.21709876,60.0,water board,germany republi,ces,2013-02-26,True,True,300.0,functional
enough,hand pump,handpump,,other,soft,shallow well,,34.02935528,-3.35351278,,wug,government of tanzania,government,2012-10-18,False,True,,functional
enough,hand pump,handpump,2009.0,never pay,soft,shallow well,1232.0,37.97384849,-4.51431166,250.0,vwc,tcrs,tcrs,2013-03-19,True,True,,non functional
insufficient,hand pump,rope pump,2010.0,never pay,soft,shallow well,252.0,36.50605527,-8.19420535,40.0,vwc,community,msabi,2011-03-14,True,False,,functional
enough,communal standpipe,submersible,1983.0,never pay,soft,lake,1177.0,33.93442932,-1.37757422,350.0,vwc,ministry of water,hesawa,2012-11-13,False,False,,non functional
insufficient,communal standpipe,gravity,2002.0,never pay,soft,spring,1499.0,36.64016125,-3.31848469,150.0,vwc,government of tanzania,dwe,2013-03-30,True,True,,non functional
dry,hand pump,handpump,,pay monthly,soft,shallow well,,31.72473079,-2.36621057,,wua,hesawa,hesawa,2011-07-14,True,True,,non functional
enough,hand pump,handpump,2004.0,never pay,salty,shallow well,-28.0,39.39322244,-7.26026505,50.0,vwc,amref,amref,2011-03-13,False,True,,functional
insufficient,hand pump,handpump,,never pay,,shallow well,,33.33358364,-3.23342699,,vwc,hifab,hesawa,2011-07-27,True,True,,non functional
insufficient,hand pump,handpump,2007.0,never pay,soft,shallow well,98.0,37.98600989,-7.21550316,200.0,vwc,islam,islam,2011-03-11,True,True,,non functional
seasonal,communal standpipe,gravity,2002.0,never pay,soft,rainwater harvesting,305.0,38.93077224,-10.0660047,756.0,parastatal,mmem,ruangwa contractor,2013-01-30,False,True,,non functional
seasonal,communal standpipe,gravity,,never pay,soft,spring,,35.87043215,-4.67270545,,vwc,kirde,dwe,2011-03-25,False,True,,functional needs repair
enough,communal standpipe,motorpump,,pay per bucket,soft,machine dbh,,35.3893315,-6.39994241,,vwc,water,gove,2011-03-10,True,True,,functional
insufficient,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.27774702,-2.8405727,,vwc,hesawa,hesawa,2011-08-09,True,True,,functional
insufficient,hand pump,handpump,,never pay,soft,machine dbh,,33.33389537,-3.21044346,,vwc,hifab,hesawa,2011-07-27,True,True,,functional
enough,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.65418919,-2.97381307,,wug,netherlands,dwe,2013-02-26,False,True,,functional
insufficient,communal standpipe,gravity,1974.0,never pay,soft,spring,1341.0,37.61703693,-3.15152379,1.0,company,government of tanzania,district council,2013-02-16,True,True,,non functional
insufficient,communal standpipe,gravity,,never pay,soft,spring,,30.64997932,-2.52499506,,vwc,private individual,vwc,2011-07-11,False,True,,functional
insufficient,communal standpipe multiple,submersible,,pay per bucket,salty,machine dbh,,33.35556531,-4.0219272,,vwc,world bank,wanjoda,2012-10-12,True,True,,functional
insufficient,hand pump,handpump,1988.0,pay annually,soft,machine dbh,1152.0,32.08618566,-6.8139254000000005,140.0,vwc,rudep,distri,2013-01-30,True,True,4000.0,functional needs repair
seasonal,hand pump,handpump,1997.0,pay when scheme fails,soft,shallow well,259.0,36.94230994,-7.76800645,50.0,vwc,dhv,dwe,2011-03-30,True,True,200.0,functional
insufficient,hand pump,handpump,1993.0,never pay,soft,shallow well,1615.0,34.67232866,-1.84454242,100.0,other,nyamasagi,nyamasagi,2013-03-07,True,,,functional
enough,improved spring,other,1999.0,,soft,spring,1541.0,34.38289652,-1.38921447,300.0,vwc,serikali,serikali,2012-10-20,True,True,,functional
enough,hand pump,handpump,2012.0,pay monthly,soft,machine dbh,1100.0,34.2547381,-4.2505139000000005,385.0,wua,sema,sema,2013-02-09,True,True,500.0,functional
insufficient,communal standpipe,gravity,1973.0,never pay,soft,spring,564.0,38.18743499,-4.94145809,350.0,vwc,government of tanzania,rwe,2011-03-25,False,True,,functional
enough,communal standpipe,gravity,2010.0,pay when scheme fails,soft,spring,1974.0,34.54562525,-9.25795118,30.0,vwc,rc,rc,2011-03-13,True,True,,functional
enough,communal standpipe multiple,submersible,1966.0,never pay,soft,machine dbh,52.0,38.94952266,-5.48261843,150.0,vwc,wd and id,wd and id,2011-03-12,False,True,,non functional
insufficient,hand pump,handpump,,other,soft,shallow well,,34.07640768,-3.06461238,,wug,netherlands,dwe,2012-11-08,False,True,,functional
insufficient,communal standpipe,gravity,2008.0,pay monthly,soft,rainwater harvesting,1187.0,33.42113651,-1.87211439,1.0,wug,government of tanzania,government,2012-12-18,True,False,300.0,functional
enough,communal standpipe,submersible,2000.0,never pay,salty,machine dbh,1523.0,36.47726039,-4.17029699,200.0,vwc,dwe,dwe,2013-02-16,True,,,non functional
insufficient,other,other,1993.0,never pay,salty,shallow well,383.0,38.93705657,-8.52633134,256.0,vwc,government of tanzania,dwe,2013-02-09,True,True,,non functional
enough,communal standpipe,gravity,1984.0,pay annually,soft,spring,1270.0,35.79419648,-7.48544322,1.0,vwc,danida,danid,2011-03-16,True,True,5000.0,functional
enough,hand pump,handpump,,never pay,salty abandoned,shallow well,,,-2e-08,,wug,dwsp,dwe,2013-01-19,False,True,,functional needs repair
enough,hand pump,handpump,,never pay,soft,shallow well,,33.28875785,-3.03590513,,vwc,hifab,hesawa,2011-08-01,True,True,,functional
enough,communal standpipe,gravity,2000.0,never pay,soft,spring,1708.0,38.32374228,-4.7489993,1.0,vwc,sabemo,chamavita,2011-03-21,True,True,,functional needs repair
seasonal,hand pump,handpump,,pay when scheme fails,soft,shallow well,,33.72194022,-3.00291658,,wug,netherlands,dwe,2012-10-07,False,True,,functional
enough,hand pump,handpump,2008.0,never pay,salty,hand dtw,25.0,39.12742115,-7.33923084,3000.0,vwc,amref,amref,2011-03-14,False,True,,functional
insufficient,hand pump,handpump,1995.0,pay when scheme fails,soft,shallow well,929.0,36.04122863,-10.59156175,550.0,wug,danida,danida,2013-03-03,False,True,,non functional
enough,communal standpipe,motorpump,2009.0,pay per bucket,soft,machine dbh,1680.0,35.15009596,-4.2320422,99.0,parastatal,rwssp,rwssp,2013-02-06,True,True,30.0,functional
enough,hand pump,handpump,,,soft,shallow well,,,-2e-08,,wug,dwsp,dwe,2013-01-22,False,,,functional
enough,communal standpipe,gravity,,pay when scheme fails,soft,river,,33.68961338,-8.99781016,,wug,rc church,rc church,2011-04-13,False,False,,functional
enough,communal standpipe multiple,submersible,1988.0,pay per bucket,soft,machine dbh,1292.0,34.83565608,-5.74258642,450.0,vwc,idara ya maji,idara ya maji,2013-02-15,False,False,20.0,non functional
enough,communal standpipe,gravity,1977.0,pay monthly,soft,spring,688.0,37.301123700000005,-3.57012201,150.0,vwc,government of tanzania,dwe,2013-02-22,True,True,500.0,functional
dry,communal standpipe,motorpump,,,soft,machine dbh,,35.84213095,-5.48397237,,vwc,government of tanzania,gover,2011-03-17,True,True,,non functional
enough,communal standpipe,gravity,,pay monthly,soft,spring,,30.811032,-2.42090244,,vwc,oxfam,oxfam,2011-07-14,False,True,,non functional
enough,hand pump,handpump,2010.0,never pay,soft,shallow well,456.0,37.06233122,-6.87318278,150.0,vwc,is,is,2011-03-07,True,True,,functional
,communal standpipe multiple,gravity,2012.0,,soft,lake,1178.0,33.54630455,-2.0633081,250.0,vwc,world bank,kim kim construction,2013-01-23,True,True,,non functional
enough,communal standpipe,gravity,1999.0,pay per bucket,soft,spring,988.0,37.13206704,-3.31057894,100.0,water board,germany republi,ces,2013-07-03,True,True,10.0,functional
insufficient,communal standpipe multiple,wind-powered,,never pay,soft,machine dbh,,33.17280336,-3.9152596,,vwc,government of tanzania,government,2012-10-19,False,True,,non functional
enough,communal standpipe,gravity,,,soft,river,,33.7893108,-9.34705774,,vwc,,,2011-04-01,,True,,non functional
enough,communal standpipe,gravity,1978.0,pay annually,soft,spring,1656.0,34.74468248,-9.86072692,50.0,vwc,roman,roman,2011-03-13,False,True,1000.0,functional
insufficient,communal standpipe,gravity,1990.0,never pay,soft,spring,1667.0,36.68219885,-3.3091467000000003,200.0,vwc,government of tanzania,dwe,2013-03-04,True,True,,functional
seasonal,other,other,2002.0,never pay,soft,rainwater harvesting,1460.0,36.63818746,-3.32848124,150.0,vwc,government of tanzania,dwe,2013-03-30,True,True,,non functional
enough,communal standpipe,submersible,1976.0,never pay,soft,river,430.0,38.07527452,-4.64385416,80.0,vwc,government of tanzania,rwe,2011-03-22,False,True,,non functional
seasonal,hand pump,rope pump,1999.0,never pay,soft,rainwater harvesting,1612.0,34.71170086,-1.69175455,1.0,other,hesawa,hesawa,2012-10-23,,False,,non functional
enough,communal standpipe,gravity,2004.0,pay monthly,soft,river,1289.0,30.04442537,-4.71403225,420.0,private operator,fpct,dwe,2013-01-31,True,True,750.0,functional
insufficient,communal standpipe multiple,gravity,2006.0,pay per bucket,,spring,783.0,37.34459778,-3.36500062,20.0,water authority,muwsa,muwsa,2013-02-19,True,True,20.0,functional
enough,communal standpipe,gravity,1988.0,pay monthly,soft,river,1311.0,30.20694438,-4.50364405,310.0,water board,norad,norad,2013-02-19,True,True,250.0,functional
dry,hand pump,handpump,,never pay,soft,shallow well,,32.93700766,-5.70591457,,vwc,halmashauri ya wilaya sikonge,halmashauri ya wilaya sikonge,2012-10-26,True,True,,non functional
enough,communal standpipe,gravity,2002.0,,soft,spring,1379.0,30.65579088,-3.55891476,130.0,vwc,tcrs,community,2013-02-05,False,True,,functional
enough,communal standpipe,gravity,1998.0,pay per bucket,soft,river,334.0,37.81192949,-6.94729915,250.0,vwc,mkuyu,mkuyu,2011-02-25,True,True,10.0,functional
enough,communal standpipe,gravity,,never pay,soft,spring,,30.6511832,-2.52840129,,vwc,ded,ded,2011-07-11,False,True,,functional
enough,hand pump,handpump,,never pay,salty,shallow well,,33.49938538,-4.63971632,,private operator,world vision,world vision,2012-10-18,False,True,,non functional
insufficient,other,other,2010.0,never pay,soft,machine dbh,66.0,39.05011768,-7.6243542,234.0,vwc,w.b,dwe,2011-02-21,True,True,,non functional
enough,communal standpipe,gravity,,never pay,soft,spring,,30.51116421,-2.55896626,,vwc,danida,dwe,2011-07-27,False,True,,functional
dry,other,other,1975.0,never pay,soft,shallow well,347.0,38.7926499,-10.56868536,150.0,vwc,fw,fw,2013-01-22,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,32.31096164,-4.94356375,,vwc,government of tanzania,central government,2012-10-15,True,True,,non functional
enough,communal standpipe,gravity,2008.0,pay monthly,soft,river,1973.0,34.71027872,-9.28803902,60.0,vwc,acra,acra,2011-03-01,True,True,500.0,functional
enough,communal standpipe,motorpump,,pay per bucket,soft,machine dbh,,33.0027983,-2.67506613,,vwc,quicklw,idara,2011-07-27,True,True,,functional
insufficient,hand pump,handpump,,never pay,soft,shallow well,,,-2e-08,,vwc,hesawa,dwe,2011-08-04,True,True,,functional
insufficient,communal standpipe,gravity,,never pay,soft,river,,33.61881769,-9.33967342,,vwc,,,2011-08-04,,True,,functional needs repair
enough,communal standpipe multiple,submersible,2008.0,pay per bucket,soft,machine dbh,109.0,39.2272744,-7.08630992,240.0,wug,mosque,mosque,2011-02-19,False,True,100.0,functional
insufficient,hand pump,handpump,1999.0,never pay,soft,shallow well,1157.0,33.07877809,-1.80035127,1200.0,vwc,hesawa,dwe,2011-08-07,True,True,,functional
enough,communal standpipe,gravity,2002.0,pay annually,soft,river,1021.0,35.33781459,-9.88543165,,vwc,japan,dwe,2013-02-25,True,True,12000.0,functional
enough,communal standpipe multiple,gravity,2006.0,never pay,soft,spring,1354.0,36.65438031,-2.69142338,650.0,vwc,usa embassy,usa embassy,2013-03-22,,True,,functional
enough,other,other,,never pay,soft,shallow well,1524.0,34.99632832,-8.16908179,,vwc,danida,dwe,2011-02-26,True,True,,non functional
insufficient,communal standpipe,gravity,,pay annually,soft,spring,,36.82680359,-6.31771253,,vwc,lvia,commu,2011-03-23,False,True,,functional
seasonal,hand pump,handpump,,never pay,salty,shallow well,,32.08823826,-5.10624094,,vwc,dwe,dwe,2012-10-31,True,True,,non functional
enough,communal standpipe,submersible,2010.0,pay per bucket,soft,river,143.0,38.41281547,-6.6442758,45.0,private operator,private individual,wu,2011-03-16,True,False,50.0,functional
insufficient,hand pump,handpump,,never pay,salty,shallow well,,35.88392269,-6.05686035,,vwc,water,commu,2011-04-11,False,True,,functional
enough,communal standpipe,submersible,2005.0,pay per bucket,soft,machine dbh,-19.0,38.98985601,-7.951110400000001,1.0,private operator,private,priva,2011-02-26,True,False,30.0,functional
enough,communal standpipe,gravity,1972.0,never pay,soft,spring,1322.0,38.35476259,-4.9047338,1.0,vwc,government of tanzania,dwe,2011-03-28,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,machine dbh,,34.71910224,-8.51205888,,vwc,,,2011-04-01,False,True,,non functional
dry,communal standpipe,submersible,,never pay,soft,machine dbh,,31.85494085,-4.98582362,,vwc,government of tanzania,cental government,2012-10-18,True,True,,non functional
enough,communal standpipe,gravity,2001.0,pay monthly,soft,spring,1343.0,37.04584391,-3.14625562,1.0,water board,magadini-makiwaru water,magadini-makiwaru wa,2013-03-20,True,True,,functional
dry,other,other,,,milky,shallow well,,32.53884361,-3.86071206,,wug,rwssp,dwe,2013-01-26,True,True,,non functional
enough,communal standpipe,gravity,1995.0,never pay,soft,river,1364.0,35.84812877,-4.26372064,420.0,vwc,government of tanzania,dwe,2013-02-20,True,True,,functional
enough,hand pump,handpump,,other,soft,shallow well,,34.08596712,-3.11157828,,wug,netherlands,dwe,2012-10-19,False,True,,functional
enough,communal standpipe multiple,submersible,,other,soft,machine dbh,723.0,39.16320575,-10.662321400000002,520.0,vwc,makonde water population,makonde water population,2013-02-03,False,True,,non functional
enough,hand pump,handpump,,,soft,shallow well,,32.16734052,-3.48153514,,wug,rural water supply and sanitat,dwe,2012-10-21,True,,,functional
enough,other,other,1996.0,,soft,shallow well,1697.0,34.45147191,-1.37006538,250.0,,hesawa,hesawa,2012-10-24,True,,,non functional
insufficient,communal standpipe,gravity,2010.0,never pay,soft,spring,1285.0,37.73005216,-4.02620824,150.0,vwc,isf,isf,2013-04-04,True,True,,functional needs repair
insufficient,communal standpipe,gravity,,pay monthly,soft,river,,34.06048376,-8.83020763,,vwc,,,2011-04-12,True,True,,non functional
enough,hand pump,handpump,,never pay,soft,shallow well,,34.39532764,-2.91357269,,wug,wvt,wvt,2011-08-02,False,True,,functional
enough,other,gravity,1978.0,never pay,soft,spring,786.0,39.12908907,-10.56855198,300.0,vwc,cct,cct,2013-01-31,False,True,,non functional
enough,communal standpipe,gravity,2008.0,never pay,soft,spring,1141.0,31.22824103,-6.33053509,500.0,water authority,world bank,dwe,2011-07-18,True,False,,non functional
enough,communal standpipe,gravity,2008.0,pay per bucket,soft,spring,1033.0,37.51024303,-3.34458727,1.0,water board,ces (gmbh),dwe,2013-07-03,True,False,6.0,non functional
enough,communal standpipe multiple,submersible,1975.0,never pay,soft,machine dbh,1642.0,29.83669767,-4.47386068,600.0,other,world bank,world bank,2013-02-04,True,True,,non functional
insufficient,communal standpipe multiple,gravity,1995.0,pay monthly,soft,spring,1585.0,36.69996367,-3.33201996,150.0,vwc,oxfam,dwe,2013-09-03,True,True,20000.0,functional
enough,communal standpipe multiple,gravity,1989.0,,soft,spring,1615.0,34.57631502,-1.39264308,1500.0,vwc,serikali,serikali,2012-10-28,True,True,,non functional
dry,hand pump,handpump,2005.0,pay monthly,soft,machine dbh,1436.0,35.58316025,-7.79850596,1.0,vwc,islam,islam,2011-03-04,True,True,1000.0,non functional
enough,other,other,2009.0,never pay,soft,machine dbh,1690.0,35.18260058,-4.20553779,1.0,vwc,world bank,world bank,2013-02-06,True,True,,non functional
insufficient,communal standpipe,submersible,2005.0,,soft,river,1282.0,36.88926608,-3.33683247,99.0,vwc,happy watoto foundation,happy watoto foundation,2013-07-03,True,True,,non functional
insufficient,hand pump,handpump,2002.0,never pay,soft,shallow well,274.0,36.92724116,-7.92959167,400.0,vwc,solidame,solidame,2011-03-23,True,True,,functional
insufficient,communal standpipe,gravity,1971.0,never pay,soft,spring,,38.79880514,-4.85624071,51.0,vwc,mkinga distric cou,dwe,2011-03-16,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,river,,33.81893649,-9.13542666,,vwc,,,2011-07-11,,True,,functional
enough,other,gravity,1988.0,pay monthly,soft,river,1470.0,37.65859155,-3.76544756,40.0,wua,roman cathoric -kilomeni,roman cathoric -kilomeni,2013-03-15,False,True,500.0,functional needs repair
enough,hand pump,handpump,1983.0,pay annually,soft,machine dbh,1679.0,31.29695558,-7.84508472,550.0,vwc,no,nora,2011-07-27,False,True,2000.0,functional
insufficient,communal standpipe,motorpump,2009.0,pay per bucket,soft,machine dbh,-1.0,38.74846564,-7.88214385,1.0,vwc,tasaf,tasaf,2011-02-26,True,True,50.0,non functional
enough,hand pump,handpump,,pay annually,soft,shallow well,,31.45021721,-2.90982817,,vwc,concern world wide,dwe,2011-07-19,True,True,,functional
insufficient,communal standpipe,gravity,,never pay,soft,rainwater harvesting,,31.40193098,-1.40803313,,vwc,government of tanzania,dwe,2011-07-11,True,True,,functional needs repair
dry,other,other,,never pay,soft,shallow well,,30.66517974,-1.23383294,,vwc,isingiro ho,dwe,2011-08-02,True,True,,non functional
dry,communal standpipe multiple,submersible,1980.0,never pay,soft,river,503.0,37.86001044,-10.12068415,350.0,vwc,government of tanzania,government,2013-01-25,True,True,,non functional
dry,communal standpipe,motorpump,,pay per bucket,soft,machine dbh,,35.64015333,-6.31211946,,vwc,tanza,mwe &,2011-04-02,False,True,,non functional
enough,communal standpipe,gravity,,pay monthly,soft,spring,,33.68906804,-9.4939903,,vwc,wananchi,wananchi,2011-07-22,True,True,,functional
insufficient,hand pump,handpump,1998.0,pay when scheme fails,soft,shallow well,846.0,36.01446733,-10.71209387,300.0,parastatal,daida,danida,2013-03-01,False,True,,functional
insufficient,communal standpipe,motorpump,1974.0,other,soft,machine dbh,1.0,38.75057639,-7.8826535,1.0,vwc,dwe,dwe,2011-02-26,True,True,300.0,functional
enough,communal standpipe,gravity,,pay monthly,soft,spring,,33.91976007,-9.52043219,,vwc,danida,central government,2011-07-29,True,True,,functional
enough,communal standpipe,gravity,1977.0,pay monthly,soft,spring,686.0,37.30073717,-3.57072072,200.0,vwc,government of tanzania,dwe,2013-02-22,True,True,500.0,functional
insufficient,communal standpipe,gravity,2010.0,pay monthly,soft,spring,327.0,38.57522863,-4.89178644,80.0,vwc,private,vwc,2011-03-09,False,True,100.0,functional
enough,communal standpipe,motorpump,,never pay,soft,machine dbh,,33.44697613,-8.42434877,,vwc,government of tanzania,government,2011-03-29,True,True,,non functional
seasonal,other,gravity,,,soft,rainwater harvesting,,33.65137269,-3.67647971,,parastatal,rwssp,dwe,2012-10-14,False,False,,functional needs repair
seasonal,other,other,,never pay,soft,rainwater harvesting,,33.14897974,-3.74724925,,parastatal,oxfam,oxfam,2012-10-14,True,False,,functional needs repair
enough,communal standpipe,gravity,,never pay,soft,spring,,33.94888457,-9.42626637,,vwc,kkkt_makwale,kkkt _ konde and dwe,2011-01-08,True,True,,functional
enough,hand pump,handpump,1995.0,pay monthly,soft,shallow well,380.0,36.74279082,-9.09896135,300.0,vwc,dhv,dwe,2011-03-04,True,True,200.0,functional
,communal standpipe,submersible,2010.0,,,dam,1634.0,34.67293411,-1.83799931,200.0,,maji mugumu,maji mugumu,2013-03-07,True,,,functional
,communal standpipe multiple,gravity,,,,machine dbh,,33.53687568,-3.4200409,,wug,world bank,juin co,2012-10-22,True,True,,non functional
enough,communal standpipe,gravity,,never pay,soft,river,,31.53805564,-1.54845599,,vwc,hesawa,hesawa,2011-07-12,True,True,,functional
insufficient,hand pump,handpump,1996.0,pay monthly,soft,shallow well,367.0,37.63791149,-6.10669752,260.0,vwc,nethalan,dwe,2011-03-16,True,True,500.0,functional needs repair
insufficient,other,other,2009.0,never pay,soft,shallow well,1191.0,33.03098053,-2.01987474,610.0,,college,college,2011-07-29,True,False,,non functional
enough,communal standpipe,gravity,1975.0,,soft,lake,1388.0,33.99134642,-1.86095383,350.0,vwc,government of tanzania,government,2012-10-24,False,,,non functional
insufficient,hand pump,handpump,1997.0,pay monthly,soft,shallow well,276.0,36.67204706,-8.10028536,200.0,vwc,dhv,rwe,2011-03-14,True,True,500.0,functional
enough,communal standpipe multiple,submersible,2007.0,pay per bucket,,dam,1694.0,34.56051124,-1.35290446,300.0,vwc,ministry of water,wizara ya maji,2012-10-23,True,True,50.0,functional
enough,improved spring,gravity,1990.0,never pay,soft,spring,1478.0,29.98037396,-4.67367339,450.0,water board,norad,norad,2013-02-17,True,True,,functional
enough,communal standpipe,submersible,2004.0,pay per bucket,soft,machine dbh,864.0,37.05876388,-3.50113971,200.0,vwc,world vision,world vision,2013-02-21,True,True,20.0,functional
insufficient,other,gravity,1991.0,never pay,soft,spring,1664.0,37.65537206,-3.77501986,18.0,vwc,cdtfdistrict council,district council,2013-03-09,False,True,,non functional
enough,communal standpipe,gravity,2009.0,pay per bucket,soft,river,1641.0,35.88582779,-3.25906153,200.0,vwc,germany,dmdd,2013-03-18,True,True,10.0,functional
enough,communal standpipe,gravity,2010.0,never pay,soft,spring,2409.0,34.27866631,-9.31497557,,vwc,roman,commu,2011-03-03,False,True,,functional
enough,communal standpipe,gravity,2009.0,pay per bucket,soft,river,1683.0,35.90730564,-3.20046524,250.0,vwc,germany,dmdd,2013-03-18,True,True,10.0,functional
insufficient,communal standpipe,gravity,,never pay,soft,rainwater harvesting,,31.76375894,-1.39009321,,vwc,world vision,kyasha enterpr,2011-07-24,False,True,,functional
insufficient,improved spring,gravity,1994.0,,soft,spring,1284.0,30.86317257,-3.18944133,200.0,vwc,unicef,dwe,2013-02-11,False,True,,functional
insufficient,communal standpipe,gravity,2008.0,pay monthly,soft,spring,1332.0,37.62316455,-3.21673378,1.0,company,kiliwater,kiliwater,2013-02-24,True,True,,functional
enough,communal standpipe multiple,gravity,1978.0,pay when scheme fails,soft,river,1382.0,34.58759208,-8.91151267,15.0,wua,unicef,dwe,2011-03-31,True,True,,functional
enough,communal standpipe,gravity,,never pay,soft,spring,434.0,39.14339563,-10.83097153,45.0,vwc,lga,lga,2013-01-31,False,True,,functional needs repair
enough,hand pump,handpump,,pay per bucket,salty,machine dbh,,33.14806626,-4.09353673,,vwc,dwe,resolute mining,2012-10-11,True,True,,functional
enough,communal standpipe multiple,gravity,2008.0,never pay,soft,spring,1740.0,37.57826362,-3.15404108,1.0,company,gtz,gtz,2013-02-16,True,True,,functional needs repair
insufficient,communal standpipe multiple,gravity,2006.0,never pay,soft,dam,1424.0,34.51952417,-1.85753721,2000.0,wug,tanapa,tanapa,2013-01-26,,True,,non functional
